"Internal ID","Vendor","Site Type","Proposed Vendor","Proposed Mimo Config","Site Access Achieved ","ESN Power Resilience Hub","Power Resilience Solution","Unique Coverage","Existing Power Supply Type","EXISTING POWER SUPPLY PHASE","Existing Power Supply Rating","Main Contract","Hyperlink","Design Dependency Type","Overall GA Status","Overall DD Status","Site ID","Supplier instructed","Owner","Revision","DD Rev 1 Forecast","Build Start","Delivery F/C","Next actioner","Status","Comments"
1663,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Ericsson","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","29/11/2024","0","RM","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-176117 92110 Ww Brackla Hill","006 Electrical Calculations / Design","Approved","On-Hold","92110","10/3/2025","Reece V Belkum","B","1/1/2030","1/1/1900",,"David Hegarty","Not Started","10/3/2025 - RVB - Cabinet change to show Commscope & 700 added<br />-----------------------------------------------------<br />29/9/2023 - RVB - Received<br />28.09.23 NS - Schematics and calcs complete<br /><br />4/9/2023 - RVB - See GA_A"
15441,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x2","12/2/2024","M-UC","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-257484 98761 WANGFORD FARM","006 Electrical Calculations / Design","Approved","Second Check","98761","10/3/2025","Reece V Belkum","B","21/3/2025","1/1/1900",,"David Hegarty","Not Started","06/03/25-PC: need an electrical amend as Dom b has stated a new M35 cab is reuired, see below 'Battery Autonomy Calcs are required. The snippet embedded in the electrical section is incorrect, it does not have sufficient essential load for M-UC Power"
13317,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @4x4; 70\80 @2x2; 3500 @32x32","17/1/2024","0","0","0",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-233082 17194 VERGE BY BT EXCHANGE","006 Electrical Calculations / Design","Approved","Amendment","17194","14/3/2025","Reece V Belkum","C","14/3/2025","1/1/1900",,"David Hegarty","Not Started","10/03/25-PC- electrical rejected as below: <br />700-length of submain cable to weston and wiltshire not specified<br />702-only 1no amia specified should have RHS and LHS<br />702- only showing 1no AEQQ<br />-----------------------------------------"
23636,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x4","20/12/2023","Potential Commercial - Check Required","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-257266 19329 ROUGHTON","006 Electrical Calculations / Design","Approved","Awaiting dependencies","19329","5/3/2025","Joshua Green","B","26/4/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please update electricals as per comments from WR ""New electrical schematic required to show RAN cabinet and not AIRO"". Note NS completed previous design."
14300,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x2; 3500 @32x32","31/3/2021","0","C1_DT","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-243832 52495 AFTABS","006 Electrical Calculations / Design","Approved","Amendment","52495","5/3/2025","Reece V Belkum","C","1/1/2045","1/1/1900",,"David Hegarty","Not Started","5/3/2025 - RVB - Update as per DD A2 markup (showing 2No. Commscope outdoor cabs & Nokia IPAA+ antennas)<br />--------------------------------------<br />13/6/2024 - RVB - Received<br />13/06/24 ELECTRICAL DESIGN UPDATED<br />12/6/2024 - RVB - ME"
23551,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21\26 @4x4; 3500 @32x32","29/6/2020","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-224834 52080 DUKE MILL","006 Electrical Calculations / Design","Issued Pending Approval","Awaiting dependencies","52080","3/3/2025","Joshua Green","A","30/5/2025","1/1/1900",,"David Hegarty","Not Started","03/03/25-JG-Please complete electricals"
23827,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Ericsson","18\21 @4x4; 70\80 @2x4","1/1/1900","TTS - Whole Site","0","0","DNO","Three Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003569 S1 P-258347 97635 GOREBRIDGE","006 Electrical Calculations / Design",,"Approved","97635",,"Matthew Cragg","B","12/3/2025","1/1/1900",,"Nick Seymour","Not Started","12/03/2025 - MC - please review the email chain - 'Cellnex 97635 - Possible Re-survey'"
23763,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Ericsson","18\21 @4x4; 70\80 @2x4","1/1/1900","Commercial - 3 Strings + TTS - TX Only","0","0","DNO","Three Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003904 S1 P-273811 97750 BLAIR DRUMMOND","006 Electrical Calculations / Design",,"3rd party in progress","97750",,"Matthew Cragg","A","18/4/2025","1/1/1900",,"David Hegarty","Not Started","11/03/2025 - MC - DD Instructed"
22736,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","0","0","0","DNO","Three Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003164 P-174294 51030 HODDESDON ATE","006 Electrical Calculations / Design",,"First Check","51030",,"Matthew Cragg","A","28/3/2025","1/1/1900",,"David Hegarty","Not Started","07/03/2025 - DD Received<br /><br />06/02/2025 - MC - Pending DD"
21479,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21 @4x4","1/1/1900","0","0","0","DNO","Three Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003264 S1 P-232108 26624 SUNDERLAND CITY CENTRE","006 Electrical Calculations / Design",,"To be instructed","26624","26/2/2025","Dylan van Belkum","A","23/5/2025","1/1/1900",,"David Hegarty","Not Started","24/02/2025 - DvB - Electrical survey now completed.<br /><br />Pending Electrical Survey"
18946,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","R-TXSUC","0","0","Landlord Supply","Single Phase","60A","Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-191415 90657 I.I.IONICA HAVENBRIDGE HOUSE","006 Electrical Calculations / Design","Approved","Second Check","90657","4/2/2025","Joshua Green","B","7/5/2025","1/1/1900",,"David Hegarty","Not Started","04/03/25-JG-Survey completed please progress with design<br />17.2.25 INFO ON EXISTING TRUNK CABLES TO BE REUSED REQUIRED FOR DESIGN.<br />04/11/2025 - DvB - Please only update the DC pages from AIRO to Sleeved AIRI Cabinet. The AC was done by Rothwe"
11901,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 3500 @8x8","1/1/1900","0","0","0","DNO","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-175297 63975 Copthall House","006 Electrical Calculations / Design","Approved","CR Pending","63975","12/3/2025","Reece V Belkum","C","18/4/2025","1/1/1900",,"David Hegarty","Not Started","12/3/2025 - RVB - Update as per DD markup in DD received folder<br />------------------------<br />4/7/2023 - RVB - Received<br />3.7.23 NS - Schematics and calcs complete. Although I have proposed a local DNO isolator on the rooftop, DNO isolation i"
23849,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @2x2","1/1/1900","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-261281 91128 GUILDFORD CATHEDRAL","006 Electrical Calculations / Design","Approved","Second Check","91128","12/3/2025","Joshua Green","B","11/4/2025","1/1/1900",,"David Hegarty","Not Started","12/03/25-JG-Please review design comments as advise, since Tony has left speak to Paul C regarding comments"
22467,"KTL UK Internal Design Team","Greenfield","Ericsson","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-245548 70797 ASHTON RUFC CAR PARK","006 Electrical Calculations / Design","Approved","First Check","70797","3/3/2025","Joshua Green","B","27/6/2025","1/1/1900",,"David Hegarty","Not Started","28/1/2025 - RVB - New electricals required as per DD"
22742,"KTL UK Internal Design Team","Greenfield","Ericsson","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","0","0","0","DNO","Single Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003978 S1 P-274020 99668 DONCASTER CHURCH STREET","006 Electrical Calculations / Design",,"First Check","99668",,"Matthew Cragg","A","28/3/2025","1/1/1900",,"David Hegarty","Not Started","12/03/2025 - MC - DD received<br /><br />06/02/2025 - MC - Pending DD"
22797,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","0","0","0","DNO","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293855 16805 BURY FARM","006 Electrical Calculations / Design","Approved","To be instructed","16805","7/3/2025","Joshua Green","A","20/6/2025","1/1/1900",,,"Not Started","07/03/25-JG-Please complete electrical design (GA_A)"
22726,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","0","0","0","DNO","Single Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003712 S1 P-273336 91654 HITCHIN FISHP","006 Electrical Calculations / Design",,"First Check","91654",,"Matthew Cragg","A","21/3/2025","1/1/1900",,"David Hegarty","Not Started","13/03/2025 - MC - DD received<br /><br />06/02/2025 - Mc - Pending DD"
22807,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","0","0","0","DNO","Three Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293868 16885 HOME FARM","006 Electrical Calculations / Design","Approved","To be instructed","16885","7/3/2025","Joshua Green","A","20/6/2025","1/1/1900",,"David Hegarty","Not Started","07/03/25-JG-Please complete electrical design (GA_A)"
10127,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","Potential Commercial - Check Required","0","0",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-216293 96158 BT STILLINGFLEET","006 Electrical Calculations / Design","Approved","First Check","96158","5/3/2025","Reece V Belkum","C","7/4/2025","1/1/1900",,"David Hegarty","Not Started","5/3/2025 - RVB _ As per Paul calland , Electrical has been rejected: <br />700 - state 100A supply, but photos of the fuse carrier show 60/80A label<br />700 - Schneider ACDB conversion results in a 12-way 3-Ph board<br />701 - 2x existing TX feeds n"
22658,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","0","0","Unique Coverage","DNO","Single Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0004041 P-274215 68189 STOWS FARM","006 Electrical Calculations / Design",,"First Check","68189",,"Matthew Cragg","A","28/3/2025","1/1/1900",,"David Hegarty","Not Started","12/03/2025 - MC - DD Received<br /><br />04/02/2025 - MC - Pending DD"
22752,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","Potential Commercial - Check Required","0","0","DNO","Single Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003932 S1 P-273894 91199 KANDY HOMESTEAD","006 Electrical Calculations / Design",,"First Check","91199",,"Matthew Cragg","A","21/3/2025","1/1/1900",,"David Hegarty","Not Started","12/03/2025 - MC - DD received - Electrical re-instructed<br /><br />7/3/25 LC UNABLE TO LOCATE DD. DESIGN ON HOLD<br />06/02/2025 - MC - Pending DD"
22730,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","TTS - Whole Site","0","0","DNO","Three Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003866 S1 P-273699 61258 WOKING BISLEY CAMP","006 Electrical Calculations / Design",,"First Check","61258",,"Matthew Cragg","A","21/3/2025","1/1/1900",,"David Hegarty","Not Started","12/03/2025 - MC - Received DD<br /><br />06/02/2025 - MC - Pending DD"
23718,"KTL UK Internal Design Team","Streetworks","Ericsson",,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 46960_22","006 Electrical Calculations / Design","Approved","3rd party in progress","46960_22",,"Georgia Georgakaki",,"16/4/2025",,,"Georgia Georgakaki","Not Started","10/03/25 [Sean H] - Pending Elec Review to Instruct Electrical Design/Calcs<br />- Vendor Swap<br />- GA Approved (On File)"
23546,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30229301 18889 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","18889","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23547,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30242401 18776 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","18776","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23182,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30441903 19382 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","19382","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query etc etc."
23181,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30242401 18776 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","18776","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query. etc etc"
23174,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30229301 18889 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","18889","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query etc etc."
23824,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 21238_0- EUW- Design","006 Electrical Calculations / Design","Approved","To be instructed","21238_0","12/3/2025","Georgia Georgakaki",,"9/4/2025",,,"Nick Seymour","Not Started","12/3/25 [Sean H] - Elec Design/Calcs Requested<br />- GA Rev B Approved on SP"
23589,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 18935_0- EUW- Design","006 Electrical Calculations / Design","Rejected Pending DAF",,"18935_0","4/3/2025","Georgia Georgakaki","A","16/4/2025",,,"Nick Seymour","Not Started","03/03/2025 - GG - Instructed"
23543,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30475701 20722 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","20722","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23170,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30224701 18539 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","18539","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","03/03/25 - RP - Survey review required.<br />18.2.25 LC DESIGN WAS NEVER PUT ON HOLD BY ME PREVIOUSLY. DESIGN ON HOLD NOW DUE TO NO INFORMATION ON RADIOS TO BE USED WITHIN GA. MEESAGE PASSED TO RP VIA TEAMS.<br />18/02/25 - RP - Elec calcs to proceed"
16617,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19011_0- EUW- Design","006 Electrical Calculations / Design","On-Hold",,"19011_0",,"Matt Hendrick","A","28/11/2025",,,,"Not Started",
23588,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 18673_0- EUW- Design","006 Electrical Calculations / Design","Rejected Pending DAF",,"18673_0","4/3/2025","Georgia Georgakaki","A","16/4/2025",,,"Nick Seymour","Not Started","03/03/2025 - GG - Instructed"
23741,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30226001 18779 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","18779vf","10/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","10/3/2025 - RVB - Survey review"
23544,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30224701 18539 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","18539","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23548,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30441903 19382 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","19382","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23168,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30475701 20722 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","20722","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query etc etc."
23542,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 30241101 18692 B4 DESIGN","047 Design Survey Document Review","Approved","To be instructed","18692","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23591,"KTL UK Internal Design Team","Streetworks",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 24767_0- EUW- Design","006 Electrical Calculations / Design","Issued Pending Approval",,"24767_0","4/3/2025","Georgia Georgakaki","A","24/4/2025",,,"Nick Seymour","Not Started","03/03/2025 - GG - Instructed"
23822,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21\26 @4x4; 3500 @32x32",,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 14078150 98398 ICSS","006 Electrical Calculations / Design","3rd party in progress","Awaiting dependencies","98398","12/3/2025","Reece V Belkum","A","28/3/2025","1/1/1900",,"David Hegarty","Not Started","12/3/2025 - RVB - Instructed , see DD redline"
23531,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 15103330 85423 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","85423","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
22580,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19743_0- EUW- Design","006 Electrical Calculations / Design","3rd party in progress",,"19743_0",,"Georgia Georgakaki",,"21/5/2025",,,"Georgia Georgakaki","Not Started","30/1/25 [Sean H] - Pending Electrical Review / GA Drawings"
23750,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 14353232 1151 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","1151","10/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","10/3/2025 - RVB - Survey review"
23772,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12525832 79486 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","79486vf","11/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","11/3/2025 - RVB - Survey review"
21113,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 21237_0- EUW-Design","006 Electrical Calculations / Design","3rd party in progress",,"21237_0",,"Georgia Georgakaki",,"16/4/2025",,,"Georgia Georgakaki","Not Started","10/12/2024 [Sean H] - Pending Electrical Review / GA Approval"
21058,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 18681_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","18681_0","28/1/2025","Georgia Georgakaki",,"16/4/2025",,,"Nick Seymour","Not Started","28/1/25 [Sean H] - Electrical Re-Survey Instructed<br /><br />10/12/2024 [Sean H] - Pending Electrical Re-Survey to Instructed Elec Design / Calcs"
23163,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12716531 31175 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","31175","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","03/03/25 - RP - Survey review required.<br />3.3.25 LC NO INFORMATION ON RADIOS TO BE USED WITHIN GA. MEESAGE PASSED TO RP VIA TEAMS.<br />18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben "
22574,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 10396_1- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","10396_1",,"Georgia Georgakaki",,"16/4/2025",,,"Georgia Georgakaki","Not Started","30/1/25 [Sean H] - Pending Electrical Review"
19433,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 18989_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","18989_0",,"Georgia Georgakaki",,"21/5/2025",,,"Georgia Georgakaki","Not Started","15/1/25 [Sdan H] - Electrical Design / Calcs Requested / Instructed<br /><br />10/11/24 [Sean H] - DD Dependency - Pending Elect Review ( with Dave Hegarty )"
22582,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 22618_0- EUW- Design","006 Electrical Calculations / Design","Issued Pending Approval",,"22618_0",,"Georgia Georgakaki",,"21/5/2025",,,"Georgia Georgakaki","Not Started","30/1/25 [Sean H] - Pending Electrical Review / GA Drawings to progress"
21105,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19507_0- EUW- Design","006 Electrical Calculations / Design","3rd party in progress",,"19507_0",,"Georgia Georgakaki",,"21/5/2025",,,"Georgia Georgakaki","Not Started","10/12/2024 [Sean H] - Electrical Design / Calcs - Pending Electrical  Review"
20138,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19570_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","19570_0",,"Georgia Georgakaki","A","16/4/2025",,,"Georgia Georgakaki","Not Started","22/11/2024 [San H] - Pending Electrical Review"
22542,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 21638_0- EUW- Design","006 Electrical Calculations / Design","Rejected Pending DAF",,"21638_0",,"Georgia Georgakaki",,"21/5/2025",,,"Georgia Georgakaki","Not Started","30/1/25 [Sean H] - Pending Electrical Re-Survey to Instruct"
23172,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12116934 788 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","788","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","03/03/25 - RP - Survey review required.<br />18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query etc etc."
23523,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12901833 38267 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","38267","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23734,"KTL UK Internal Design Team","Rooftop",,,,,,,"Landlord Supply","Three Phase","100A","Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS 12238735 3520vf VF399 DESIGN","006 Electrical Calculations / Design","Approved","3rd party in progress","3520vf","10/3/2025","Raashid Patel","A","24/3/2025","1/1/1900",,"Leon  Chevallier","Not Started","VF399 PRIORITY SITE"
23545,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12116934 788 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","788","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23541,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12716531 31175 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","31175","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23522,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 14429229 11216 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","11216","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23521,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13649735 365vf B4 DESIGN","047 Design Survey Document Review","Approved","To be instructed","365vf","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23539,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13273226 79203 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","79203","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
